,norm,cross_correlation,correlated_snr,chi2,snr_likelihood
0316c6d284,3.1764555720409435e-19,4.113440904818593e-05,4.7197702840761176e-20,1.6307501963066712e-74,1.0
031873386a,3.207114778852975e-19,0.00030959498505977133,1.3064317089351776e-19,1.6404288276560244e-74,1.0
0319003709,3.2363969368130984e-19,-0.0004630001356830435,1.8910672211447102e-19,1.7147925216774046e-74,1.0
03194e6c89,4.1570019092093353e-19,-5.05537151464555e-05,1.3688169478517546e-19,5.071460562047597e-74,1.0
031bae461f,4.589262890030477e-19,0.00022959617869334274,7.066608482867031e-20,7.86086765893036e-74,1.0
031ef78675,3.1113630431518e-19,-0.00017967259357904166,1.6111972500485128e-19,1.3085355192555161e-74,1.0
03260ca0db,3.1939969396440453e-19,0.000762363664400466,4.196035188446348e-20,1.7177252022995335e-74,1.0
03267f8560,3.4078923803971967e-19,-9.946811532467061e-05,9.349725762992513e-21,2.3616650070781505e-74,1.0
0329712f61,4.09042855481936e-19,0.00011225261119481834,1.9307047233606413e-19,4.934119333559177e-74,1.0
03326c24a9,2.7139774728467022e-19,-0.00014730142491272465,1.6653632729957247e-19,7.7245358859893745e-75,1.0
03353334b6,3.0115342835997987e-19,0.000193847260605281,5.2501243227440154e-20,1.08131291184154e-74,1.0
0336180469,3.2166495570520107e-19,-9.498201232511083e-05,3.5762028436232383e-19,1.3883500072032616e-74,1.0
034161359c,4.476702052670027e-19,0.00011903012081779245,7.806847467803356e-20,6.7819719160901276e-74,1.0
03451197c0,4.750468855530608e-19,-0.00018538789804903414,5.436372662140833e-20,8.308988497693227e-74,1.0
0348e17cb9,4.358243583751316e-19,-0.0001104921437876033,1.9650210375965194e-19,7.0673338490009584e-74,1.0
0349c9e97c,4.039112858274676e-19,0.0003475317109865755,2.5629395528101418e-19,4.620362303744968e-74,1.0
034a499e23,2.8969483804782083e-19,-0.000507974914998034,4.2977278620271043e-19,7.033219011669853e-75,1.0
034a63d241,3.315972607612559e-19,-0.00013198451682013335,4.250893515391449e-19,1.4621975274811938e-74,1.0
034daf33b0,2.785073867186025e-19,-0.00032761319590292673,9.217506232062246e-20,8.941617006127005e-75,1.0
0352e906c8,3.534089715278793e-19,0.0006004440002736283,3.013984472955699e-19,2.2191928643820993e-74,1.0
035b2030bc,3.652084990765822e-19,-0.00011303885320414397,2.3563078769831974e-19,2.7080936194082787e-74,1.0
035bfb20bc,4.249204499303805e-19,-0.0004950811224462357,2.9284382851049943e-19,5.1950912158227335e-74,1.0
035ce35234,3.8269042042930124e-19,-1.7876702018025058e-05,6.854772707988002e-20,3.4595856806709558e-74,1.0
03685e539f,3.24532149768568e-19,-0.00022351432430702794,1.4115407661860546e-19,1.6276049107428223e-74,1.0
036b71825e,2.862558939341341e-19,8.109088654493781e-05,1.196477688364816e-19,1.0412855368385359e-74,1.0
036d088edf,4.1528524732708787e-19,-3.284389707617441e-05,2.251566877487161e-19,5.184789470961788e-74,1.0
036fe8e58d,3.4774721074190967e-19,1.4874048138351383e-05,8.814763487324615e-20,2.59281746022344e-74,1.0
036ff0e9cf,3.0253571364412843e-19,0.000301237479995781,1.0380354743548848e-19,1.416646721892891e-74,1.0
036ffb64cd,2.9662072458048407e-19,0.00010126876610262072,3.549743255387032e-20,1.2500967958986598e-74,1.0
037046426c,4.165260772778097e-19,0.00017780063908172362,1.4407375936757163e-19,4.953766819759506e-74,1.0
037e653864,3.2448002665119766e-19,-0.00014388740364344136,4.34239137331472e-20,1.837892371345909e-74,1.0
0381b88316,4.420752321782187e-19,-0.0002529068904161312,2.445940963252651e-19,6.788526965481118e-74,1.0
038aa4a360,2.460613242907732e-19,9.695144174332603e-05,2.4361301203056753e-20,5.315576582630562e-75,1.0
038b5e4274,3.054453919282421e-19,-0.00012935545885493015,2.3959745036960325e-19,1.2957852124374698e-74,1.0
038cb5f2ba,3.5400503365632857e-19,-0.0003649747663234922,8.201438573514956e-20,2.3727287033716554e-74,1.0
0391b2ca52,3.2285910490815793e-19,0.00024631878304393366,6.844339957652101e-20,1.7971915443249686e-74,1.0
0393301e64,3.1074712982556314e-19,-0.0002271151662410404,2.2203207987300482e-20,1.423119276263966e-74,1.0
0397f69ef1,3.7622740388498583e-19,0.00039831832758816015,1.2496817499976656e-19,3.616625724509917e-74,1.0
0399fd90b7,2.866100028946389e-19,7.652438386578017e-05,1.4491995066874735e-20,9.36831508281086e-75,1.0
039ac8bcb1,2.7702836435964065e-19,4.524847269051093e-05,1.737257292237102e-20,8.643537993948944e-75,1.0
039d9ef3cd,4.1642005202026477e-19,9.2278326986371e-06,4.7029234633955845e-21,5.158889114033644e-74,1.0
03a1ee70e9,3.62218125680378e-19,7.812420612804063e-05,2.24984521808085e-19,2.8635576492044226e-74,1.0
03a5e44984,3.600867834851588e-19,9.990882701300392e-05,9.570004357791224e-20,2.7462024698517104e-74,1.0
03aa0dd72a,3.1471440910223045e-19,-0.000300382975009865,5.719579410894468e-20,1.5834216086114805e-74,1.0
03aac5d9c3,3.5863990248060355e-19,4.82321481419923e-05,4.862587950051528e-19,2.440401647113722e-74,1.0
03ad4243a5,3.910215061388714e-19,-1.9974896171878953e-05,1.980798893735817e-19,4.0217368061440145e-74,1.0
03ae658e3d,3.316383942482781e-19,0.0005377586015043819,8.909032581745143e-20,2.3518929010657165e-74,1.0
03b2ff4855,3.2440928335439574e-19,-0.00012904099486380483,3.4110743921450077e-19,1.4744196741615685e-74,1.0
03b6ac48a5,3.949066379511143e-19,-7.906747872925358e-05,1.830442401341187e-19,3.671756015959555e-74,1.0
03c89368df,3.4813040028589006e-19,-0.0005424309881740283,1.6326329141067148e-19,2.2313219706002853e-74,1.0
03c9ddc898,3.8197174312539435e-19,-0.0003615460716361809,7.731067072037987e-20,3.505498810468393e-74,1.0
03ce27a5f0,3.812141500339533e-19,9.753192238486636e-05,1.2729401464790746e-20,3.932124692962662e-74,1.0
03ce9de5a7,3.060720741723424e-19,-0.0002544102026960677,6.97205254483351e-21,1.5408174905506097e-74,1.0
03d7f400f8,2.631243839674174e-19,-0.00011178734304898443,1.004052692756234e-19,5.959655739880423e-75,1.0
03d8b1a2db,4.689972696441454e-19,-0.00019795437222150562,1.5662938903165976e-19,9.087359165349013e-74,1.0
03d996871b,3.0743423923484686e-19,2.542697913347911e-06,3.7756021551713644e-19,1.2898783645896766e-74,1.0
03da7471dc,3.4595845513336e-19,0.0004548795341586149,3.517119382494295e-19,2.2513858454384012e-74,1.0
03e7c9e1ed,3.4440216778959712e-19,0.00023188038564614182,3.3687469311673366e-20,2.60821696398333e-74,1.0
03e7d1bc84,4.397476656608955e-19,-7.378819361179879e-05,1.508215831143317e-19,6.664366080874193e-74,1.0
03e86223a6,3.890967943488776e-19,-0.00011466341461301568,5.275157748848123e-20,3.5209227436753608e-74,1.0
03ea715513,3.8113415691901117e-19,0.00031140627667926594,2.1303458607777385e-20,4.4512067154879745e-74,1.0
03ea82e389,4.26549471005628e-19,2.975069553846108e-05,3.53925321592963e-20,6.086637640565218e-74,1.0
03eb20f18a,3.395010891914846e-19,-0.0001368856086420596,5.1459401591403716e-20,2.345552582522582e-74,1.0
03eb72f8f4,3.4377644248846136e-19,-0.0001893852447413526,5.728141828085981e-19,1.5493366733018157e-74,1.0
03ebdad746,3.4544833539187884e-19,-3.2412186652426337e-06,7.545536208246806e-21,2.235301104678489e-74,1.0
03ed292094,2.907783382546152e-19,0.00035577967830161336,2.3339862717965575e-19,9.135652632874727e-75,1.0
03f2567ea1,4.523166474635812e-19,-0.0003251255593633608,4.006473094011389e-19,9.45075635886062e-74,1.0
03f2e686e7,3.389356274564737e-19,0.00011242636565635219,4.726300946413847e-20,2.227130019934872e-74,1.0
03f5f392b4,3.0102321477619437e-19,7.958961058291629e-05,7.929195148322919e-20,1.2799679016879084e-74,1.0
03f77e14d9,4.440714142106831e-19,0.0004340696628641325,2.5154677687625932e-21,6.0512811314597536e-74,1.0
0400adbe11,3.1960330518689857e-19,-0.00042478032496806866,6.150397210269451e-19,7.022316383627997e-75,1.0
04032934c7,3.354604018637822e-19,-0.00011367459060047064,1.741500025899919e-19,2.274559494588462e-74,1.0
0403433912,3.3226669507595416e-19,0.00012046217339780624,7.831587503212061e-20,1.619611308845641e-74,1.0
0403bda1aa,3.3929317215314534e-19,-0.00018672574414784217,1.7613780164592178e-19,2.159345685094406e-74,1.0
040747a9d6,3.4367981725872376e-19,-0.00017867262098955999,2.345102960943042e-19,2.2201431860438527e-74,1.0
040ab27c54,3.0392677405960334e-19,4.69696548770388e-06,4.780617997419716e-20,1.2800339221031117e-74,1.0
040c08f0d2,3.123634858866496e-19,-0.00019510868830517305,4.808622464414758e-20,1.4645028178376028e-74,1.0
040c166eef,3.025974383330264e-19,3.48569689813551e-05,1.5354321568733175e-19,1.2353550551813725e-74,1.0
041150127d,3.577715697596142e-19,-0.0001900875274490473,4.2402791593689996e-20,2.7074203617110212e-74,1.0
0415baf6e1,3.197534567411625e-19,0.0004168993491110476,1.5131695782687716e-19,1.88587648027371e-74,1.0
0416119888,4.0794658043401997e-19,-3.590691739903059e-06,5.1567790070959647e-20,5.386413574893601e-74,1.0
041820d8a0,3.5421922924703596e-19,0.00019546212202057098,6.666322854501296e-20,1.919816506183589e-74,1.0
041e7e961b,4.194818725571127e-19,0.0003945607314228993,1.41536948216353e-19,6.153376201916024e-74,1.0
04232b351e,2.753983795909639e-19,-0.000716523559521052,2.810677612467816e-19,6.260717109409986e-75,1.0
0426c18722,3.8951473324290827e-19,-0.00018342185725896324,6.943973738754406e-20,3.928295926047323e-74,1.0
04274fe33e,3.0198663335663737e-19,-0.000964538335883813,1.1144153344218457e-19,1.3300877211619492e-74,1.0
04277b99ba,3.6492750360958367e-19,2.9593125218932973e-05,1.0695100078292568e-19,4.086597998915913e-74,1.0
042808a175,3.229526635463105e-19,0.00025387998426515553,3.0259977465170223e-19,1.578472434936511e-74,1.0
04285b6477,3.504344552495411e-19,0.0002773544429025561,3.7368492578352373e-19,2.2209599269856354e-74,1.0
0429628086,2.8457115954970486e-19,-8.568095649821579e-05,1.0697944020067523e-19,9.023636166460092e-75,1.0
042c42a5d8,3.956961268081638e-19,0.00037656411949938074,2.290039166591133e-19,4.601213912122774e-74,1.0
042daa6084,3.426134463538301e-19,-0.00025774419209165,1.805599389832169e-19,2.6962659103948533e-74,1.0
0431237251,3.5881262936229374e-19,6.738413607475805e-05,1.991890952825016e-19,2.7660085679559194e-74,1.0
0438bd64b9,2.6922168270336183e-19,6.073659090940061e-05,1.2855051634078486e-19,8.563222770564654e-75,1.0
04392e8fb0,4.813244729685987e-19,-0.00017850242941514473,5.660227564111687e-20,1.1563922459610632e-73,1.0
04396a6a67,3.651141088146517e-19,6.640256714515547e-05,9.497799894782204e-20,2.9535648841340593e-74,1.0
043ba4b981,3.3786388057834757e-19,-5.976980313990349e-05,3.679900509261857e-19,2.1986560700007506e-74,1.0
043f30f534,5.044349759056625e-19,-0.00028392759767754993,8.116067678868247e-20,1.2364762414148373e-73,1.0
04452b12e6,3.333702998669565e-19,-0.00014428259757246994,1.7459151713662642e-19,1.976191925929667e-74,1.0
04452b383b,3.1019438800946784e-19,0.00013448184888753415,8.955361298836889e-20,1.911855784014854e-74,1.0
04499962cc,3.0011102348559653e-19,-0.00022383028819247515,4.3034153836929073e-19,7.312014127625292e-75,1.0
044f497c91,3.604498705426096e-19,-6.127935023864617e-05,4.729542090189003e-19,2.2950616944930776e-74,1.0
045318c088,3.6577675848992073e-19,-3.6885311923311714e-05,3.3696740294776844e-21,2.8229376239275233e-74,1.0
0455891cf6,4.1778631006297417e-19,0.00012899390530138569,1.6306575743821617e-19,5.404832419128462e-74,1.0
0455b4e1a3,3.4506580818238846e-19,-0.0001702337348941679,4.084277123836089e-20,2.6769930618275426e-74,1.0
04596576a2,2.77515774957681e-19,-0.0004346600515942489,2.556057359342899e-20,1.1238855816588393e-74,1.0
0460f4593b,4.2927115359804755e-19,-0.00041538243685121563,2.1517627761221198e-20,7.09443985626854e-74,1.0
04628d47e4,3.237782729433542e-19,-6.612142628372887e-05,2.8360813244344005e-20,1.844782898956836e-74,1.0
04662dc972,3.276066504681033e-19,-0.00039210017597532485,2.29978346119161e-20,1.8879850191266938e-74,1.0
04668e11a7,3.2799372614142527e-19,0.00013069221920756363,1.8389921983003333e-19,1.8157825720245343e-74,1.0
0469ceb754,3.0461850471571316e-19,-0.0002952825686454441,6.018679180824784e-20,1.908260608325438e-74,1.0
046ca06049,3.1121142830808857e-19,-6.768561579906025e-05,2.1792779779590728e-20,1.7445932088776093e-74,1.0
047965ae69,4.2248174208004044e-19,-0.00024332248747468334,1.392328438708151e-20,5.38780995121715e-74,1.0
047cd99e4f,3.3650597985828246e-19,0.0003569171151447995,1.8652805357232685e-19,2.101088538162841e-74,1.0
048015f54d,2.5266085006995997e-19,0.00010291315985319703,2.0725613037198035e-19,5.885028383881833e-75,1.0
04850df930,3.4198833246107463e-19,0.0002773398330909297,7.551182214137198e-20,2.1334900990566877e-74,1.0
0485b7ca43,3.6786775720264397e-19,-3.831969787062869e-05,3.2394627915948524e-19,3.1641573744656192e-74,1.0
04940282da,3.2705959989281674e-19,-0.0003092291229106211,1.5515934040385798e-19,1.7313155755616736e-74,1.0
04942f3753,3.2059314194991096e-19,-0.00010120931711922808,1.5102460521475554e-19,1.787962223802235e-74,1.0
0494c002f5,3.8259045180730536e-19,8.93159860791554e-05,5.034893790603738e-20,4.32151136971651e-74,1.0
04955cc753,3.0224320555659815e-19,-8.025042589804797e-05,2.8612979532843736e-19,1.2811234780462634e-74,1.0
04965a752e,3.5362884813500657e-19,0.00011027480070749846,1.793103208649869e-20,2.8087570134567286e-74,1.0
04971dbeb8,3.1461320928460316e-19,-8.609986655958006e-05,9.492225257076877e-20,1.474572696745164e-74,1.0
049886fb09,2.8389641728985136e-19,3.6528307307733487e-05,1.6394005827434534e-19,1.1068217689191313e-74,1.0
049b92a890,4.1409394540339037e-19,0.0008124154938599979,1.706510888437402e-19,5.4971889205640215e-74,1.0
049ba40117,3.217622293567793e-19,0.00034280531489642237,3.638352988399213e-19,1.2925135302319771e-74,1.0
04a136d8da,4.076728082515715e-19,-9.361536154302717e-05,2.490346569840208e-19,5.873793544885919e-74,1.0
04a499a564,2.9424104961367976e-19,0.00046090756522438583,1.2701440181566552e-19,1.074137121003374e-74,1.0
04a6422ea0,3.168069593073809e-19,-0.0001451541690976317,3.461721421845622e-19,1.4971990400172513e-74,1.0
04a657d2de,3.252183063706906e-19,0.00010123914409360682,2.0719503286809252e-19,1.8087711373191536e-74,1.0
04b13cbc2d,2.6232426939409547e-19,0.00011164920788401702,1.8255137025251034e-19,6.292213978692577e-75,1.0
04b3273487,4.586456349459027e-19,1.8876266636784843e-05,1.9327348900982423e-19,8.357843687977813e-74,1.0
04b3f80056,3.457671826064206e-19,-4.986658664139526e-05,5.950081286518487e-20,2.5355395205692256e-74,1.0
04b733af0c,3.245444584352434e-19,-0.0003050456650341445,2.3246911752178237e-19,1.8967703825664706e-74,1.0
04b86050d6,3.8834539063701284e-19,-0.00017027666992354407,1.1359913936587342e-19,3.644852546241553e-74,1.0
04bcc7ec9c,3.7990169066454503e-19,-5.3477227605155165e-05,1.1089813658647734e-19,3.3573582357176486e-74,1.0
04bda1d756,3.2184187168821826e-19,-5.649566236571473e-05,1.8146660722246604e-19,1.9663467053254924e-74,1.0
04c2db713f,3.133590921549518e-19,0.00028710794141952636,4.316070707197436e-21,1.5217416251765962e-74,1.0
04cacd186e,3.022544645166913e-19,-8.437417382609364e-05,4.538679178329745e-20,1.202052423959812e-74,1.0
04cadc3e54,3.4593658113187696e-19,-0.0007121186303062836,2.6429195576247104e-19,2.224303941817455e-74,1.0
04cb80922e,3.106105687643836e-19,0.00012044062955271758,3.624354807886558e-19,1.2119054539433594e-74,1.0
04d01697cd,3.6421577208838646e-19,-2.8716745694843497e-05,2.1644167088543202e-19,2.373107059671312e-74,1.0
04d4485087,2.9915293546851376e-19,0.0004038110652220652,1.5403661026091545e-19,1.3238125104227867e-74,1.0
04ddc2a54e,2.666661151151608e-19,-0.0003058424449143984,7.953467429719034e-21,6.503937901491678e-75,1.0
04e65e4fcf,3.0675833051107113e-19,0.00039842932987811024,1.9397174360355776e-19,1.5175576768350945e-74,1.0
04ead0c831,2.8342638581489354e-19,1.7737600603487984e-05,9.313611986921336e-21,8.593614007517526e-75,1.0
04eb7270b7,2.86932352381136e-19,0.00023500998684368492,1.1536049778118783e-19,1.6142285246283045e-74,1.0
04f1a4cbbc,3.139364173445944e-19,-0.00010831925265077474,2.5115995384764145e-19,1.4609591048062475e-74,1.0
04f2fa29a1,3.1600877705942806e-19,-0.00040600030326111197,2.41624355148822e-19,1.5918846594936454e-74,1.0
04f567fb91,4.362144537584384e-19,0.00037627669381346343,7.146171180228115e-20,8.032436319716117e-74,1.0
04f8ce2e70,3.7392421055727584e-19,0.00044307311686205664,3.7595717979988885e-20,3.2520944630908164e-74,1.0
04fa28269c,3.2293409913276995e-19,-0.000222779417777527,1.1622682615630327e-19,1.4070146082372483e-74,1.0
04fb186e19,3.5902409954930316e-19,-0.0002912772325783656,3.2481785281506827e-19,3.1804327349963233e-74,1.0
04fc21a69e,3.862390582548829e-19,-5.0693546249269956e-05,4.041003009999111e-19,2.5943566918294233e-74,1.0
05000996fa,3.550742466543436e-19,0.00010356120195257639,1.5936442129119703e-19,2.5683083971047956e-74,1.0
0502e6ad74,3.1556759968744525e-19,-0.0003521601010556997,1.1192333449261718e-19,1.5294627333059535e-74,1.0
0503c9e629,3.8975017529050875e-19,-0.00019002739613253408,9.061086562788782e-20,4.105221266598058e-74,1.0
05089b48ef,4.2644124577636744e-19,0.00010826264532454454,4.437116530326626e-19,4.8498972618795e-74,1.0
050a4fa601,3.357857794933016e-19,0.00024066589548413366,1.475493193471299e-19,2.2979057676688852e-74,1.0
0512a9f79e,3.22890162839454e-19,-0.0007050119533822138,5.386359972612578e-20,1.698903729110086e-74,1.0
051631894d,4.295987394841755e-19,-0.0003643332056297922,2.2067784189904747e-20,6.06439736281946e-74,1.0
051721f189,3.408604232179919e-19,0.00043626266813003283,6.160636904352103e-20,2.666080777576554e-74,1.0
05176365b8,3.5114793133098586e-19,6.866017173743394e-06,2.650377790667541e-20,2.8874870823029795e-74,1.0
0519d57061,3.3295300201171737e-19,1.6895983363474854e-05,2.964358214476816e-19,1.7068584676052205e-74,1.0
051da79fa8,3.3798114911171333e-19,0.0002617516043401525,1.5567775173296375e-20,2.0321372325311835e-74,1.0
05215cf286,4.140707480585954e-19,-4.5344424355125405e-05,4.05060077164939e-21,5.766953722952242e-74,1.0
0521b8e8ff,3.103900490209887e-19,0.00034470946494721605,1.8098401688661071e-19,1.5466414360537675e-74,1.0
052600edb5,4.0636880520250986e-19,8.166224718348992e-05,2.793977807928784e-19,5.059390848258764e-74,1.0
05295935f7,4.359450750512802e-19,5.697533046351301e-05,2.1463088599318457e-19,6.559749251213508e-74,1.0
052d5801dc,3.32189522369082e-19,8.246579630122262e-05,3.370727670554574e-20,1.8149226839087896e-74,1.0
053781c2f9,3.1424290928384703e-19,-0.00010543124991648527,1.6074059136176382e-19,1.613788367888225e-74,1.0
05380020c4,3.4055042483239726e-19,-6.990687621625596e-05,1.2328291509820015e-19,1.944859435860268e-74,1.0
053a66346e,4.530097995158813e-19,5.029479119562887e-05,1.599705347789215e-19,8.120560884774152e-74,1.0
053c042227,3.073833008461486e-19,8.013970518566438e-05,8.693238097067223e-20,1.1586989404608146e-74,1.0
053cfa4ccf,2.848763355308604e-19,9.889372819013158e-05,1.6778636460327688e-19,8.112776243320353e-75,1.0
05424dc962,3.6325427226045144e-19,-9.728842386739779e-05,4.82883567887899e-19,2.2224740977926837e-74,1.0
0546c6f8eb,3.2664344517401937e-19,-7.781725982071294e-05,1.4075469677013525e-19,1.535648259585273e-74,1.0
054e959e70,3.3645287656476265e-19,-9.975583790969098e-05,3.8313760666313393e-19,1.8162473591417942e-74,1.0
0550a32da5,3.185688500733306e-19,0.00020864135927440374,2.1971246193060794e-19,1.5475362113105424e-74,1.0
0551b51dc2,3.458242804385848e-19,9.086839770422137e-05,1.033723523531498e-20,2.0835608593345905e-74,1.0
0555891f6a,3.7652073210468166e-19,-4.7555739875701024e-05,3.3190570783013783e-19,3.2217909267553612e-74,1.0
